5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02
4.576628352490422214e-02,4.691570881226054396e-02,4.653256704980843206e-02,5.113026819923371935e-02,4.959770114942529257e-02,4.844827586206897074e-02,4.653256704980843206e-02,4.576628352490422214e-02,4.844827586206897074e-02,5.802681992337165029e-02,5.036398467432950943e-02,5.266283524904215307e-02,4.614942528735632710e-02,5.840996168582376219e-02,5.151340996168583125e-02,4.806513409961686578e-02,5.496168582375479672e-02,4.729885057471264892e-02,5.687739463601533541e-02,4.653256704980843206e-02
3.871092891782547396e-02,3.963046914771053281e-02,4.002325643704954250e-02,4.649862015379256641e-02,5.016767140905072780e-02,4.085652278755727562e-02,3.932395573774884190e-02,5.619344640034296123e-02,7.652085845189293689e-02,7.159628111352250857e-02,4.868279613107200088e-02,4.562677169573722130e-02,3.901744232778715793e-02,8.099370361439328647e-02,4.820373496235565852e-02,4.194861077619699286e-02,5.515815984781503173e-02,4.343348605417571284e-02,5.808932829622485972e-02,3.932395573774884190e-02
3.243098357581116614e-02,3.174132840339737027e-02,4.668294617260134588e-02,4.988236744098813180e-02,5.111736998633550910e-02,4.193289928462343163e-02,3.419343568309085590e-02,4.333541248024007364e-02,8.689793424965838731e-02,6.611739677946575078e-02,4.874462395841706874e-02,4.393874018701605932e-02,3.131220962945101272e-02,8.202892586340863879e-02,4.040928114031562546e-02,3.603069421000455741e-02,8.127737856013719786e-02,4.507010690458966573e-02,5.666252980735740630e-02,5.019343568309085624e-02
2.838716157405812845e-02,2.975908275632413447e-02,3.872405341784652261e-02,5.671513475030716400e-02,5.567042199180130546e-02,3.944545385648834390e-02,3.301606140985451077e-02,3.492981891671547573e-02,1.074959034069378899e-01,8.074186663910801198e-02,5.603248866076453172e-02,4.422038696935249452e-02,2.057304006338489186e-02,6.886021266090232296e-02,4.745985439847508897e-02,3.768984509743130568e-02,8.983785570751089133e-02,4.847063557132522821e-02,4.114037502727158763e-02,4.083034712414022882e-02
2.367225377281105547e-02,3.620655559617154406e-02,4.068904092693274160e-02,5.442391808605405445e-02,5.627122995324662647e-02,3.631040465336266010e-02,4.020471316938223350e-02,4.116159192281271251e-02,1.011413166323788942e-01,6.643728403045448538e-02,5.171292679483724397e-02,4.343720770268572756e-02,1.739552477102893763e-02,7.945380301291561642e-02,4.268727317080152350e-02,4.491127325961612182e-02,1.041606340148928944e-01,3.845332726433559750e-02,5.611521121031826098e-02,2.515451005496111003e-02
